Employee_ID,Age,Gender,Region,Industry,Job_Role,Years_of_Experience
EMP2286,50,Non-binary,Europe,Retail,Sales,10
EMP2287,39,Prefer not to say,Asia,Retail,Data Scientist,27
EMP2288,30,Female,Oceania,Healthcare,Project Manager,24
EMP2289,58,Prefer not to say,South America,IT,Sales,25
EMP2290,41,Female,Africa,IT,Data Scientist,8
EMP2291,42,Non-binary,Asia,IT,Marketing,19
EMP2292,39,Non-binary,Oceania,IT,Sales,26
EMP2293,48,Female,Europe,Consulting,Data Scientist,12
EMP2294,38,Prefer not to say,Asia,Manufacturing,Designer,19
EMP2295,31,Prefer not to say,Oceania,Finance,Marketing,35
EMP2296,46,Male,North America,IT,Project Manager,24
EMP2297,59,Male,South America,Finance,Software Engineer,23
EMP2298,22,Male,Africa,Finance,Marketing,2
EMP2299,58,Non-binary,South America,Consulting,HR,24
EMP2300,41,Prefer not to say,Europe,Consulting,Data Scientist,33
EMP2301,49,Prefer not to say,Oceania,Healthcare,Sales,26
EMP2302,34,Prefer not to say,Africa,Healthcare,Project Manager,4
EMP2303,28,Non-binary,Oceania,Finance,Sales,23
EMP2304,49,Male,North America,Finance,Designer,13
EMP2305,32,Male,Europe,Finance,Marketing,29
EMP2306,28,Female,Europe,Retail,Sales,16
EMP2307,29,Male,Asia,IT,Data Scientist,33
EMP2308,24,Female,South America,Finance,Sales,29
EMP2309,46,Female,Africa,Education,Data Scientist,8
EMP2310,42,Male,North America,IT,Project Manager,7
EMP2311,32,Prefer not to say,South America,Retail,Data Scientist,4
EMP2312,36,Non-binary,South America,Finance,Marketing,16
EMP2313,25,Prefer not to say,Oceania,Education,Marketing,23
EMP2314,42,Male,Europe,Consulting,Designer,25
EMP2315,53,Female,Europe,Healthcare,HR,7
EMP2316,31,Female,South America,IT,HR,12
EMP2317,59,Male,Africa,Healthcare,Project Manager,31
EMP2318,39,Male,Asia,Consulting,Project Manager,23
EMP2319,36,Non-binary,Oceania,Finance,Software Engineer,9
EMP2320,39,Male,North America,Manufacturing,Designer,28
EMP2321,25,Male,North America,Retail,Sales,19
EMP2322,42,Male,Europe,Consulting,Software Engineer,8
EMP2323,57,Female,North America,Finance,Software Engineer,4
EMP2324,28,Prefer not to say,Oceania,Consulting,HR,26
EMP2325,41,Male,South America,Consulting,Sales,9
EMP2326,33,Prefer not to say,North America,Retail,Software Engineer,22
EMP2327,51,Prefer not to say,Oceania,IT,Project Manager,7
EMP2328,29,Prefer not to say,Europe,Manufacturing,Software Engineer,24
EMP2329,48,Prefer not to say,Oceania,Retail,Sales,6
EMP2330,48,Non-binary,South America,Retail,Data Scientist,14
EMP2331,46,Male,Oceania,Healthcare,Designer,9
EMP2332,23,Male,Oceania,Finance,HR,9
EMP2333,48,Non-binary,Oceania,Manufacturing,Marketing,11
EMP2334,57,Female,Oceania,Retail,HR,6
EMP2335,43,Non-binary,Oceania,Manufacturing,Designer,26
EMP2336,52,Female,Oceania,Education,Marketing,35
EMP2337,42,Prefer not to say,Oceania,Manufacturing,Data Scientist,30
EMP2338,47,Prefer not to say,South America,Consulting,Sales,14
EMP2339,28,Female,North America,Consulting,Software Engineer,27
EMP2340,34,Prefer not to say,South America,Education,HR,3
EMP2341,32,Male,North America,Manufacturing,Data Scientist,21
EMP2342,55,Male,Asia,Finance,Project Manager,29
EMP2343,25,Prefer not to say,Africa,IT,Software Engineer,15
EMP2344,47,Non-binary,Asia,Finance,Software Engineer,12
EMP2345,24,Female,North America,Consulting,Project Manager,3
EMP2346,36,Prefer not to say,Oceania,Consulting,Designer,10
EMP2347,39,Prefer not to say,Europe,Education,Project Manager,13
EMP2348,38,Male,Europe,IT,Sales,16
EMP2349,25,Prefer not to say,Europe,Retail,Designer,13
EMP2350,23,Non-binary,South America,Manufacturing,Marketing,29
EMP2351,41,Prefer not to say,Asia,IT,HR,26
EMP2352,53,Prefer not to say,Africa,Finance,Marketing,14
EMP2353,22,Prefer not to say,Asia,Retail,Project Manager,28
EMP2354,59,Female,Africa,Consulting,Marketing,14
EMP2355,32,Male,North America,Retail,HR,15
EMP2356,37,Female,Asia,IT,Marketing,31
EMP2357,51,Male,Asia,Healthcare,HR,27
EMP2358,56,Prefer not to say,Asia,Education,Software Engineer,3
EMP2359,42,Prefer not to say,Europe,Retail,Designer,29
EMP2360,42,Non-binary,North America,Consulting,Designer,12
EMP2361,24,Non-binary,Asia,Consulting,HR,31
EMP2362,34,Male,Asia,Retail,Sales,7
EMP2363,33,Male,Europe,Finance,Software Engineer,24
EMP2364,51,Male,Europe,Retail,Project Manager,21
EMP2365,32,Female,Oceania,IT,HR,22
EMP2366,48,Female,South America,Healthcare,HR,17
EMP2367,22,Non-binary,Africa,Education,Data Scientist,17
EMP2368,58,Male,North America,Finance,HR,13
EMP2369,32,Male,Asia,Retail,Data Scientist,11
EMP2370,43,Prefer not to say,North America,IT,HR,7
EMP2371,43,Male,North America,Consulting,Software Engineer,24
EMP2372,56,Prefer not to say,Asia,Finance,Designer,27
EMP2373,39,Female,Africa,IT,Software Engineer,32
EMP2374,35,Female,Africa,Education,Sales,23
EMP2375,40,Female,Africa,Healthcare,Sales,2
EMP2376,28,Female,Europe,IT,Sales,22
EMP2377,24,Female,South America,Manufacturing,Project Manager,8
EMP2378,53,Male,Asia,Retail,HR,33
EMP2379,29,Non-binary,South America,Healthcare,Sales,33
EMP2380,23,Non-binary,South America,Education,Software Engineer,1
EMP2381,36,Non-binary,North America,Finance,HR,22
EMP2382,36,Male,South America,Education,Sales,2
EMP2383,57,Prefer not to say,North America,IT,Software Engineer,17
EMP2384,40,Non-binary,North America,Finance,Project Manager,27
EMP2385,58,Prefer not to say,Oceania,Manufacturing,Project Manager,34
EMP2386,23,Prefer not to say,Africa,IT,Sales,21
EMP2387,43,Male,Africa,Education,Designer,33
EMP2388,59,Prefer not to say,Europe,Education,HR,15
EMP2389,48,Male,Europe,IT,Marketing,13
EMP2390,38,Male,Africa,Retail,Marketing,11
EMP2391,56,Non-binary,Oceania,Finance,Project Manager,2
EMP2392,29,Female,North America,Finance,Project Manager,12
EMP2393,37,Non-binary,Oceania,Retail,Software Engineer,10
EMP2394,32,Prefer not to say,Europe,IT,Project Manager,24
EMP2395,43,Female,Asia,Finance,Designer,30
EMP2396,43,Male,Europe,Retail,Project Manager,25
EMP2397,25,Male,Africa,IT,HR,21
EMP2398,29,Prefer not to say,Africa,Consulting,Project Manager,30
EMP2399,59,Prefer not to say,Europe,Retail,HR,27
EMP2400,33,Non-binary,Africa,Healthcare,Software Engineer,31
EMP2401,22,Non-binary,North America,Retail,HR,6
EMP2402,45,Female,Oceania,IT,Marketing,27
EMP2403,24,Male,Europe,Education,Sales,24
EMP2404,28,Male,Asia,Healthcare,Sales,11
EMP2405,29,Prefer not to say,Europe,Education,Software Engineer,14
EMP2406,56,Non-binary,North America,Retail,Software Engineer,22
EMP2407,59,Female,South America,Finance,Data Scientist,24
EMP2408,24,Non-binary,Oceania,Education,Data Scientist,5
EMP2409,26,Non-binary,Asia,IT,Project Manager,12
EMP2410,59,Male,Europe,Education,HR,12
EMP2411,41,Female,Europe,Healthcare,Sales,30
EMP2412,40,Non-binary,Oceania,Manufacturing,HR,7
EMP2413,48,Male,South America,Finance,Sales,27
EMP2414,60,Male,Oceania,Manufacturing,Marketing,26
EMP2415,32,Male,Europe,Finance,Software Engineer,7
EMP2416,55,Male,North America,Healthcare,Sales,9
EMP2417,52,Prefer not to say,Asia,Education,Designer,33
EMP2418,40,Non-binary,South America,Education,Designer,33
EMP2419,56,Non-binary,North America,Manufacturing,Software Engineer,19
EMP2420,28,Female,Africa,Consulting,HR,34
EMP2421,43,Female,South America,Manufacturing,Data Scientist,16
EMP2422,53,Female,South America,Consulting,Sales,9
EMP2423,45,Prefer not to say,Europe,Consulting,Marketing,32
EMP2424,39,Female,Europe,Finance,HR,26
EMP2425,57,Female,Asia,Education,Software Engineer,29
EMP2426,24,Non-binary,Africa,Healthcare,Sales,13
EMP2427,27,Male,South America,Manufacturing,Software Engineer,11
EMP2428,40,Female,Asia,Finance,Designer,33
EMP2429,27,Prefer not to say,Asia,Healthcare,Designer,13
EMP2430,22,Non-binary,South America,Retail,Sales,13
EMP2431,33,Male,Asia,IT,Designer,14
EMP2432,48,Female,Asia,Retail,Software Engineer,31
EMP2433,24,Prefer not to say,Asia,Retail,Marketing,17
EMP2434,58,Female,Oceania,Manufacturing,Data Scientist,26
EMP2435,34,Prefer not to say,Asia,IT,Designer,30
EMP2436,50,Non-binary,Oceania,Finance,Project Manager,17
EMP2437,23,Male,Europe,Education,HR,26
EMP2438,28,Prefer not to say,Africa,IT,Project Manager,14
EMP2439,57,Prefer not to say,Africa,Retail,Data Scientist,27
EMP2440,26,Male,Africa,Finance,Sales,26
EMP2441,44,Prefer not to say,South America,Consulting,Marketing,14
EMP2442,59,Male,South America,Retail,Sales,10
EMP2443,56,Prefer not to say,North America,Healthcare,Sales,21
EMP2444,45,Male,North America,Manufacturing,Designer,31
EMP2445,22,Prefer not to say,Oceania,Healthcare,Marketing,20
EMP2446,38,Non-binary,North America,Healthcare,Software Engineer,27
EMP2447,43,Non-binary,Asia,Healthcare,Designer,1
EMP2448,52,Non-binary,Africa,Retail,Data Scientist,12
EMP2449,30,Female,South America,Retail,Data Scientist,20
EMP2450,40,Male,Africa,IT,HR,21
EMP2451,32,Prefer not to say,South America,Retail,Project Manager,26
EMP2452,59,Female,South America,Consulting,Sales,9
EMP2453,32,Female,South America,Retail,Designer,12
EMP2454,53,Female,Africa,Healthcare,Marketing,2
EMP2455,46,Non-binary,Africa,Education,Designer,22
EMP2456,22,Male,North America,Manufacturing,Software Engineer,18
EMP2457,48,Female,North America,Manufacturing,Project Manager,33
EMP2458,43,Prefer not to say,South America,Manufacturing,Software Engineer,18
EMP2459,56,Non-binary,Oceania,IT,Marketing,34
EMP2460,59,Non-binary,Asia,Finance,Marketing,26
EMP2461,30,Prefer not to say,Africa,IT,Software Engineer,1
EMP2462,45,Male,Asia,Finance,Data Scientist,15
EMP2463,35,Non-binary,Europe,Finance,Sales,7
EMP2464,30,Female,Europe,IT,Software Engineer,4
EMP2465,33,Female,Asia,Healthcare,Marketing,25
EMP2466,54,Female,Europe,Finance,HR,24
EMP2467,60,Female,Asia,Retail,Data Scientist,33
EMP2468,51,Female,Africa,Manufacturing,HR,6
EMP2469,55,Non-binary,Europe,Healthcare,Sales,26
EMP2470,41,Non-binary,Europe,Retail,Project Manager,31
EMP2471,30,Female,South America,Finance,Project Manager,10
EMP2472,44,Prefer not to say,Africa,Retail,Software Engineer,13
EMP2473,48,Female,Oceania,Healthcare,Data Scientist,26
EMP2474,56,Female,North America,Finance,Data Scientist,17
EMP2475,43,Male,South America,IT,Designer,19
EMP2476,37,Male,Asia,Manufacturing,Software Engineer,8
EMP2477,36,Non-binary,Europe,IT,Sales,8
EMP2478,45,Male,North America,IT,Marketing,6
EMP2479,23,Female,Oceania,Consulting,HR,11
EMP2480,57,Male,North America,Finance,Sales,25
EMP2481,43,Female,South America,Education,Software Engineer,11
EMP2482,59,Prefer not to say,Asia,IT,HR,9
EMP2483,49,Prefer not to say,Oceania,Finance,Project Manager,5
EMP2484,24,Female,Africa,Finance,Data Scientist,28
EMP2485,43,Female,North America,Education,HR,7
EMP2486,50,Non-binary,Oceania,Healthcare,Marketing,17
EMP2487,37,Prefer not to say,North America,Finance,Marketing,33
EMP2488,48,Prefer not to say,Oceania,Healthcare,Software Engineer,7
EMP2489,28,Female,Europe,Consulting,Project Manager,18
EMP2490,48,Female,North America,Consulting,Sales,30
EMP2491,45,Male,Europe,Healthcare,Software Engineer,31
EMP2492,42,Non-binary,Asia,Healthcare,Marketing,9
EMP2493,56,Non-binary,Asia,Healthcare,HR,12
EMP2494,42,Prefer not to say,Asia,Healthcare,Designer,9
EMP2495,45,Prefer not to say,South America,Education,Project Manager,16
EMP2496,31,Male,Asia,IT,Data Scientist,20
EMP2497,55,Prefer not to say,Oceania,Education,Software Engineer,15
EMP2498,47,Male,South America,IT,Project Manager,19
EMP2499,56,Female,Oceania,Healthcare,Data Scientist,18
EMP2500,56,Prefer not to say,Oceania,Finance,Marketing,21
EMP2501,34,Male,Europe,Retail,Project Manager,23
EMP2502,57,Prefer not to say,Asia,Education,Sales,32
EMP2503,22,Prefer not to say,South America,Consulting,HR,26
EMP2504,57,Male,Oceania,Retail,Project Manager,25
EMP2505,37,Male,Oceania,Education,Designer,26
EMP2506,40,Prefer not to say,Oceania,IT,Sales,25
EMP2507,30,Prefer not to say,South America,Healthcare,Sales,16
EMP2508,55,Prefer not to say,Asia,IT,Marketing,32
EMP2509,49,Female,Oceania,IT,Project Manager,27
EMP2510,24,Male,South America,Retail,Software Engineer,6
EMP2511,56,Prefer not to say,Asia,Healthcare,Sales,27
EMP2512,23,Non-binary,Asia,Consulting,Project Manager,26
EMP2513,28,Male,Europe,Manufacturing,Software Engineer,26
EMP2514,29,Female,North America,Consulting,Marketing,6
EMP2515,31,Female,South America,IT,HR,24
EMP2516,27,Female,North America,Healthcare,Sales,23
EMP2517,26,Female,Africa,Education,Software Engineer,33
EMP2518,56,Male,Oceania,Retail,Data Scientist,20
EMP2519,37,Prefer not to say,Asia,Manufacturing,HR,5
EMP2520,40,Non-binary,Africa,Finance,Software Engineer,34
EMP2521,30,Non-binary,Oceania,Healthcare,Data Scientist,25
EMP2522,36,Prefer not to say,Europe,Education,HR,13
EMP2523,33,Female,Europe,IT,Project Manager,4
EMP2524,55,Male,Europe,Healthcare,HR,2
EMP2525,39,Prefer not to say,Asia,Manufacturing,Designer,13
EMP2526,25,Female,Asia,Finance,Software Engineer,25
EMP2527,27,Male,North America,Manufacturing,Marketing,29
EMP2528,54,Male,South America,Consulting,HR,31
EMP2529,35,Prefer not to say,North America,IT,HR,31
EMP2530,43,Non-binary,Asia,Finance,Designer,17
EMP2531,52,Non-binary,South America,Manufacturing,Designer,19
EMP2532,34,Prefer not to say,South America,Finance,Sales,27
EMP2533,33,Female,South America,Healthcare,Data Scientist,6
EMP2534,47,Prefer not to say,Europe,Retail,Marketing,17
EMP2535,49,Prefer not to say,Africa,Healthcare,Designer,12
EMP2536,55,Non-binary,Asia,IT,Software Engineer,16
EMP2537,32,Female,Oceania,Retail,Project Manager,11
EMP2538,56,Non-binary,Europe,Education,HR,30
EMP2539,22,Female,North America,Education,Sales,25
EMP2540,42,Male,South America,Retail,Marketing,22
EMP2541,23,Non-binary,Africa,Manufacturing,Software Engineer,26
EMP2542,23,Male,Europe,Education,Designer,34
EMP2543,40,Non-binary,Africa,Retail,Software Engineer,24
EMP2544,54,Prefer not to say,Europe,Healthcare,Data Scientist,21
EMP2545,49,Female,Africa,Education,Marketing,29
EMP2546,58,Non-binary,North America,Retail,Software Engineer,8
EMP2547,60,Prefer not to say,Oceania,Education,Sales,28
EMP2548,25,Male,South America,Education,Sales,22
EMP2549,53,Male,Asia,Consulting,Designer,1
EMP2550,48,Male,Europe,Education,Software Engineer,9
EMP2551,34,Non-binary,Oceania,Retail,Designer,17
EMP2552,39,Male,Oceania,Manufacturing,Sales,3
EMP2553,24,Non-binary,Africa,Manufacturing,Designer,3
EMP2554,27,Non-binary,Oceania,Consulting,HR,28
EMP2555,23,Female,Africa,Manufacturing,Data Scientist,25
EMP2556,37,Prefer not to say,Oceania,Finance,Software Engineer,18
EMP2557,23,Female,North America,IT,Data Scientist,1
EMP2558,36,Non-binary,Europe,IT,Marketing,21
EMP2559,27,Female,Oceania,Finance,Sales,32
EMP2560,39,Female,North America,Education,Designer,26
EMP2561,51,Female,North America,Retail,Data Scientist,1
EMP2562,47,Male,Oceania,Consulting,Data Scientist,22
EMP2563,30,Prefer not to say,South America,Consulting,Data Scientist,29
EMP2564,47,Male,South America,IT,Project Manager,6
EMP2565,48,Non-binary,Africa,Healthcare,Designer,5
EMP2566,42,Male,Asia,IT,Project Manager,5
EMP2567,51,Prefer not to say,Asia,Healthcare,Sales,3
EMP2568,35,Prefer not to say,Europe,Finance,HR,7
EMP2569,33,Male,North America,Retail,Project Manager,9
EMP2570,54,Male,Africa,Consulting,Data Scientist,2
EMP2571,45,Non-binary,Africa,IT,Sales,15
EMP2572,46,Prefer not to say,Europe,Retail,Marketing,8
EMP2573,59,Non-binary,Europe,Manufacturing,Project Manager,21
EMP2574,50,Prefer not to say,Europe,Manufacturing,Data Scientist,16
EMP2575,56,Male,Europe,Manufacturing,Sales,15
EMP2576,26,Prefer not to say,South America,IT,Software Engineer,27
EMP2577,59,Prefer not to say,Africa,Healthcare,Data Scientist,18
EMP2578,26,Male,Europe,Manufacturing,HR,6
EMP2579,47,Female,Asia,Consulting,HR,25
EMP2580,42,Female,North America,Consulting,Designer,30
EMP2581,52,Prefer not to say,Asia,Finance,Marketing,11
EMP2582,59,Non-binary,Africa,Healthcare,Designer,2
EMP2583,56,Non-binary,North America,Retail,HR,5
EMP2584,29,Male,South America,Manufacturing,Data Scientist,19
EMP2585,54,Female,Africa,Finance,Marketing,23
EMP2586,48,Male,Africa,Retail,Data Scientist,3
EMP2587,49,Prefer not to say,Europe,Education,Project Manager,29
EMP2588,47,Prefer not to say,Oceania,Retail,HR,26
EMP2589,47,Prefer not to say,Africa,Consulting,Marketing,29
EMP2590,60,Female,Europe,Finance,Designer,13
EMP2591,46,Female,North America,Finance,HR,29
EMP2592,30,Non-binary,Asia,Healthcare,Designer,31
EMP2593,58,Non-binary,Asia,IT,Sales,1
EMP2594,57,Male,Oceania,IT,Project Manager,21
EMP2595,48,Prefer not to say,Africa,Finance,HR,9
EMP2596,47,Prefer not to say,Oceania,Consulting,HR,5
EMP2597,25,Non-binary,Europe,Education,Project Manager,14
EMP2598,45,Prefer not to say,North America,Healthcare,Sales,33
EMP2599,26,Male,Asia,Education,Project Manager,3
EMP2600,50,Female,Oceania,Retail,HR,17
EMP2601,59,Female,Asia,Education,Marketing,26
EMP2602,35,Male,Asia,Education,Marketing,24
EMP2603,44,Female,Oceania,IT,Marketing,10
EMP2604,41,Prefer not to say,Africa,IT,Data Scientist,1
EMP2605,46,Female,Oceania,Healthcare,Sales,12
EMP2606,27,Male,Asia,Manufacturing,Sales,10
EMP2607,27,Male,Oceania,Retail,Data Scientist,11
EMP2608,33,Prefer not to say,South America,Manufacturing,HR,21
EMP2609,35,Female,Oceania,Consulting,Project Manager,23
EMP2610,24,Prefer not to say,Asia,Finance,Sales,20
EMP2611,31,Male,Africa,IT,Marketing,16
EMP2612,39,Prefer not to say,North America,Retail,Data Scientist,21
EMP2613,42,Male,North America,Healthcare,Data Scientist,13
EMP2614,46,Male,Oceania,Education,Data Scientist,11
EMP2615,48,Non-binary,Asia,Consulting,Project Manager,32
EMP2616,58,Male,Asia,Consulting,Marketing,34
EMP2617,44,Female,Asia,Healthcare,Marketing,2
EMP2618,53,Male,Europe,Consulting,Data Scientist,4
EMP2619,47,Non-binary,Oceania,Finance,Sales,3
EMP2620,25,Male,South America,Manufacturing,Data Scientist,1
EMP2621,32,Female,Europe,Healthcare,Designer,1
EMP2622,23,Male,Oceania,Consulting,Project Manager,15
EMP2623,27,Non-binary,Africa,Education,Project Manager,9
EMP2624,45,Non-binary,Oceania,Retail,Designer,18
EMP2625,58,Female,South America,Consulting,Sales,25
EMP2626,57,Male,South America,Finance,Marketing,10
EMP2627,25,Male,Oceania,Retail,HR,22
EMP2628,59,Female,Oceania,Finance,Project Manager,27
EMP2629,43,Prefer not to say,Africa,Finance,Designer,13
EMP2630,56,Female,North America,IT,Project Manager,5
EMP2631,50,Prefer not to say,Asia,Finance,Designer,7
EMP2632,47,Non-binary,Europe,Healthcare,Project Manager,24
EMP2633,47,Prefer not to say,Europe,Consulting,Marketing,26
EMP2634,53,Female,Asia,Consulting,Project Manager,2
EMP2635,47,Female,Asia,Healthcare,Sales,8
EMP2636,45,Non-binary,South America,Consulting,Marketing,21
EMP2637,24,Non-binary,North America,Retail,HR,18
EMP2638,44,Prefer not to say,South America,Retail,Sales,19
EMP2639,55,Male,Asia,Finance,Data Scientist,31
EMP2640,25,Non-binary,Oceania,Education,Marketing,29
EMP2641,30,Non-binary,Africa,Manufacturing,Designer,25
EMP2642,35,Female,North America,Education,Sales,29
EMP2643,50,Male,Europe,Consulting,Marketing,20
EMP2644,27,Female,North America,Healthcare,HR,8
EMP2645,34,Male,Oceania,Manufacturing,Designer,29
EMP2646,30,Prefer not to say,Africa,Retail,HR,1
EMP2647,42,Female,South America,Education,HR,7
EMP2648,52,Prefer not to say,Africa,Education,HR,6
EMP2649,45,Non-binary,Asia,Education,HR,26
EMP2650,50,Female,Oceania,Healthcare,Software Engineer,16
EMP2651,54,Non-binary,Europe,Finance,Sales,28
EMP2652,54,Female,South America,Finance,Designer,24
EMP2653,25,Prefer not to say,South America,IT,Sales,30
EMP2654,54,Female,Africa,Consulting,Sales,11
EMP2655,29,Non-binary,Asia,Retail,Marketing,2
EMP2656,37,Female,Asia,IT,Designer,1
EMP2657,56,Non-binary,Oceania,IT,Software Engineer,1
EMP2658,33,Non-binary,North America,IT,HR,6
EMP2659,22,Female,North America,Manufacturing,Data Scientist,14
EMP2660,53,Female,Africa,Consulting,Marketing,18
EMP2661,53,Female,Europe,Retail,Designer,4
EMP2662,43,Female,North America,Consulting,Marketing,18
EMP2663,53,Female,Africa,IT,Project Manager,14
EMP2664,34,Male,Asia,Retail,Project Manager,21
EMP2665,40,Prefer not to say,Asia,Education,Project Manager,6
EMP2666,33,Male,Asia,Healthcare,Designer,5
EMP2667,58,Male,Asia,Finance,Designer,32
EMP2668,35,Non-binary,South America,IT,Designer,22
EMP2669,27,Prefer not to say,North America,Healthcare,Designer,25
EMP2670,46,Female,Asia,IT,Data Scientist,30
EMP2671,42,Prefer not to say,Oceania,IT,Sales,16
EMP2672,36,Male,Europe,Manufacturing,HR,21
EMP2673,53,Female,South America,Education,Project Manager,35
EMP2674,25,Female,North America,Finance,Data Scientist,28
EMP2675,32,Prefer not to say,Europe,IT,Sales,1
EMP2676,59,Non-binary,South America,Consulting,Marketing,29
EMP2677,26,Male,Europe,Retail,Sales,13
EMP2678,40,Non-binary,South America,Retail,Marketing,13
EMP2679,38,Female,Africa,Education,Software Engineer,6
EMP2680,23,Non-binary,North America,IT,Data Scientist,27
EMP2681,49,Prefer not to say,Asia,IT,Sales,7
EMP2682,26,Male,Asia,Retail,Marketing,8
EMP2683,46,Non-binary,Africa,IT,Data Scientist,1
EMP2684,51,Male,North America,Consulting,Software Engineer,4
EMP2685,58,Female,Africa,Education,Designer,33
EMP2686,49,Non-binary,Africa,Healthcare,HR,33
EMP2687,51,Non-binary,North America,Consulting,Software Engineer,5
EMP2688,43,Prefer not to say,South America,Finance,Project Manager,1
EMP2689,38,Female,Asia,IT,Sales,15
EMP2690,58,Non-binary,Asia,Retail,Marketing,6
EMP2691,43,Female,North America,Finance,Data Scientist,29
EMP2692,52,Male,North America,Education,Sales,12
EMP2693,35,Female,Oceania,Retail,Software Engineer,16
EMP2694,52,Male,North America,IT,Project Manager,19
EMP2695,23,Male,North America,IT,HR,34
EMP2696,36,Prefer not to say,Oceania,IT,HR,27
EMP2697,31,Female,Oceania,Manufacturing,Sales,15
EMP2698,43,Male,Europe,Finance,Sales,18
EMP2699,54,Male,Africa,Manufacturing,HR,11
EMP2700,53,Female,North America,Consulting,Marketing,18
EMP2701,30,Non-binary,North America,IT,Software Engineer,16
EMP2702,51,Prefer not to say,Asia,Retail,Designer,29
EMP2703,58,Male,North America,Healthcare,Marketing,25
EMP2704,51,Male,Africa,IT,Software Engineer,21
EMP2705,32,Non-binary,Europe,Finance,Software Engineer,8
EMP2706,55,Non-binary,Africa,Retail,Marketing,2
EMP2707,36,Prefer not to say,Europe,Education,HR,33
EMP2708,31,Non-binary,South America,Education,Software Engineer,27
EMP2709,27,Prefer not to say,South America,Healthcare,Data Scientist,27
EMP2710,31,Prefer not to say,Europe,Manufacturing,Data Scientist,29
EMP2711,40,Female,North America,Healthcare,Project Manager,12
EMP2712,28,Prefer not to say,Africa,IT,Marketing,33
EMP2713,58,Non-binary,Africa,Manufacturing,Software Engineer,24
EMP2714,53,Non-binary,Oceania,Manufacturing,Software Engineer,6
EMP2715,34,Female,North America,Consulting,Designer,21
EMP2716,47,Prefer not to say,Oceania,Education,Data Scientist,15
EMP2717,41,Non-binary,North America,IT,Project Manager,27
EMP2718,48,Female,North America,Finance,Data Scientist,20
EMP2719,22,Prefer not to say,South America,Manufacturing,HR,30
EMP2720,30,Female,North America,Manufacturing,Sales,34
EMP2721,42,Prefer not to say,Africa,IT,Marketing,24
EMP2722,34,Female,Asia,Education,HR,2
EMP2723,34,Prefer not to say,Oceania,IT,Project Manager,10
EMP2724,41,Male,North America,Manufacturing,HR,24
EMP2725,41,Female,Africa,Consulting,Sales,11
EMP2726,27,Prefer not to say,South America,Healthcare,Designer,17
EMP2727,27,Non-binary,Asia,IT,Designer,24
EMP2728,22,Male,Europe,Retail,Sales,9
EMP2729,27,Male,South America,Retail,HR,4
EMP2730,25,Non-binary,Africa,Manufacturing,Data Scientist,3
EMP2731,46,Prefer not to say,Asia,Consulting,Software Engineer,6
EMP2732,30,Non-binary,Asia,Finance,Project Manager,16
EMP2733,38,Non-binary,North America,Retail,Project Manager,26
EMP2734,41,Prefer not to say,Oceania,Manufacturing,Project Manager,3
EMP2735,46,Male,North America,Retail,Marketing,20
EMP2736,58,Prefer not to say,South America,Healthcare,Project Manager,31
EMP2737,57,Prefer not to say,Oceania,Retail,Sales,17
EMP2738,35,Non-binary,Europe,Retail,HR,28
EMP2739,30,Male,Oceania,Consulting,Data Scientist,21
EMP2740,42,Male,Europe,Healthcare,Sales,3
EMP2741,57,Male,South America,Finance,Marketing,13
EMP2742,40,Non-binary,Oceania,Manufacturing,Project Manager,4
EMP2743,33,Male,Oceania,Finance,Data Scientist,35
EMP2744,31,Prefer not to say,Africa,Healthcare,Data Scientist,19
EMP2745,54,Non-binary,Africa,Manufacturing,Software Engineer,27
EMP2746,25,Female,Europe,Retail,Designer,35
EMP2747,46,Female,South America,IT,Marketing,32
EMP2748,44,Prefer not to say,Oceania,Retail,Marketing,30
EMP2749,25,Prefer not to say,Oceania,Retail,Project Manager,17
EMP2750,29,Non-binary,Africa,Education,Designer,28
EMP2751,43,Female,North America,Education,HR,4
EMP2752,30,Male,Oceania,Consulting,Software Engineer,34
EMP2753,24,Non-binary,North America,Finance,Data Scientist,13
EMP2754,32,Non-binary,Oceania,Education,HR,18
EMP2755,32,Female,Europe,Consulting,Designer,10
EMP2756,52,Female,North America,Consulting,Sales,5
EMP2757,28,Prefer not to say,South America,Education,Project Manager,30
EMP2758,25,Female,South America,Finance,Sales,35
EMP2759,45,Female,Oceania,Retail,Marketing,3
EMP2760,46,Female,North America,Manufacturing,Marketing,22
EMP2761,58,Prefer not to say,Oceania,Finance,Data Scientist,34
EMP2762,46,Prefer not to say,Oceania,Consulting,Software Engineer,33
EMP2763,32,Non-binary,Africa,IT,Sales,4
EMP2764,46,Non-binary,Africa,Consulting,HR,21
EMP2765,45,Male,Africa,Education,Designer,1
EMP2766,33,Non-binary,South America,Education,Designer,30
EMP2767,47,Male,South America,Healthcare,Data Scientist,28
EMP2768,23,Non-binary,Oceania,Education,Software Engineer,26
EMP2769,55,Female,North America,Manufacturing,Designer,34
EMP2770,24,Female,Africa,Finance,Marketing,5
EMP2771,33,Female,Asia,Finance,Designer,24
EMP2772,22,Male,North America,IT,Marketing,27
EMP2773,33,Prefer not to say,Asia,Consulting,Data Scientist,16
EMP2774,48,Non-binary,Asia,Education,Sales,13
EMP2775,35,Female,Africa,Education,Marketing,25
EMP2776,26,Prefer not to say,Oceania,Retail,HR,24
EMP2777,60,Prefer not to say,Europe,Retail,Project Manager,12
